0,92,67
1,91,66
2,90,65
3,88,65
4,88,65
5,87,65
6,86,65
7,86,65
8,86,65
9,86,64
10,85,62
11,84,63
12,85,63
13,85,62
14,85,61
15,85,61
16,87,60
17,87,58
18,87,61
19,86,63
20,88,63
21,87,61
22,87,62
23,88,60
24,89,65
25,91,63
26,93,66
27,93,64
28,93,64
29,93,62
30,93,60
31,94,61
32,95,60
33,94,60
34,93,59
35,94,59
36,96,60
37,95,61
38,96,62
39,94,60
40,93,61
41,93,61
42,94,62
43,89,63
44,88,63
45,84,63
46,81,64
47,79,64
48,78,65
49,77,65
50,76,66
51,74,69
52,72,69
53,71,69
54,70,67
55,68,67
56,68,68
57,65,67
58,65,69
59,62,69
60,63,69
61,62,69
62,63,68
63,65,68
64,64,68
65,63,69
66,64,67
67,64,68
68,62,68
69,63,69
70,65,67
71,63,66
72,66,66
73,64,67
74,66,66
75,64,62
76,67,64
77,65,65
78,64,62
79,66,63
80,67,63
81,68,60
82,70,59
83,72,59
84,77,64
85,79,63
86,79,62
87,82,60
88,85,60
89,86,60
90,91,61
91,99,63
92,102,63
93,106,65
94,109,64
95,108,65
96,109,64
97,109,62
98,109,62
99,108,63
100,107,64
101,105,65
102,103,64
103,102,64
104,100,62
105,98,65
106,97,63
107,93,65
108,92,62
109,90,62
110,87,63
111,84,62
112,82,61
113,82,62
114,81,61
115,81,59
116,78,59
117,78,58
118,78,59
119,78,59
120,78,59
121,76,58
122,75,58
123,75,58
124,74,57
125,73,58
126,74,59
127,75,56
128,74,59
129,73,58
130,75,58
131,75,56
132,73,57
133,73,58
134,74,57
135,74,55
136,74,55
137,74,55
138,75,56
139,77,55
140,77,56
141,78,55
142,79,55
143,80,56
144,79,54
145,79,55
146,80,55
147,81,55
148,82,55
149,82,55
150,82,54
151,83,55
152,81,52
153,82,51
154,82,52
155,81,52
156,83,53
157,83,52
158,82,53
159,82,54
160,82,53
161,82,55
162,82,54
163,81,55
164,81,54
165,81,55
166,82,57
167,82,57
168,82,59
169,82,57
170,85,57
171,82,60
172,83,60
173,84,61
174,84,61
175,86,63
176,87,63
177,85,63
178,85,64
179,86,64
180,85,63
181,86,63
182,86,65
183,88,64
184,88,66
185,88,66
186,89,67
187,90,68
188,92,71
189,91,71
190,92,71
191,94,73
192,94,73
193,94,72
194,94,72
195,98,76
196,98,77
197,101,79
198,100,79
199,99,78
200,102,78
201,103,80
202,104,81
203,103,80
204,106,83
205,107,82
206,108,82
207,110,83
208,113,81
209,114,80
210,114,80
211,110,77
212,109,75
213,105,74
214,102,73
215,97,71
216,93,69
217,88,69
218,84,67
219,83,66
220,80,68
221,76,64
222,73,65
223,70,65
224,68,64
225,67,62
226,67,64
227,65,63
228,65,64
229,66,65
230,67,65
231,67,67
232,69,66
233,69,64
234,72,66
235,72,65
236,74,67
237,76,67
238,78,66
239,79,66
240,82,64
241,85,67
242,83,67
243,85,67
244,88,69
245,87,71
246,87,68
247,87,67
248,89,67
249,91,70
250,88,67
251,88,67
252,87,66
253,86,65
254,85,66
255,84,66
256,84,65
